2025-01-14 19:31:05,530 - INFO - Starting run 1
2025-01-14 19:31:05,699 - INFO - Using device: cuda
2025-01-14 19:31:10,947 - INFO - Run 1, Epoch 1/50, Train Loss: 0.0307
2025-01-14 19:31:13,823 - INFO - Run 1, Epoch 2/50, Train Loss: 0.0172
2025-01-14 19:31:16,482 - INFO - Run 1, Epoch 3/50, Train Loss: 0.0152
2025-01-14 19:31:19,094 - INFO - Run 1, Epoch 4/50, Train Loss: 0.0141
2025-01-14 19:31:21,609 - INFO - Run 1, Epoch 5/50, Train Loss: 0.0131
2025-01-14 19:31:24,109 - INFO - Run 1, Epoch 6/50, Train Loss: 0.0123
2025-01-14 19:31:26,739 - INFO - Run 1, Epoch 7/50, Train Loss: 0.0115
2025-01-14 19:31:29,085 - INFO - Run 1, Epoch 8/50, Train Loss: 0.0110
2025-01-14 19:31:31,219 - INFO - Run 1, Epoch 9/50, Train Loss: 0.0105
2025-01-14 19:31:33,424 - INFO - Run 1, Epoch 10/50, Train Loss: 0.0102
2025-01-14 19:31:35,679 - INFO - Run 1, Epoch 11/50, Train Loss: 0.0098
2025-01-14 19:31:37,877 - INFO - Run 1, Epoch 12/50, Train Loss: 0.0096
2025-01-14 19:31:40,057 - INFO - Run 1, Epoch 13/50, Train Loss: 0.0094
2025-01-14 19:31:42,241 - INFO - Run 1, Epoch 14/50, Train Loss: 0.0092
2025-01-14 19:31:44,428 - INFO - Run 1, Epoch 15/50, Train Loss: 0.0091
2025-01-14 19:31:46,685 - INFO - Run 1, Epoch 16/50, Train Loss: 0.0089
2025-01-14 19:31:49,023 - INFO - Run 1, Epoch 17/50, Train Loss: 0.0089
2025-01-14 19:31:51,361 - INFO - Run 1, Epoch 18/50, Train Loss: 0.0087
2025-01-14 19:31:53,638 - INFO - Run 1, Epoch 19/50, Train Loss: 0.0086
2025-01-14 19:31:55,893 - INFO - Run 1, Epoch 20/50, Train Loss: 0.0086
2025-01-14 19:31:58,159 - INFO - Run 1, Epoch 21/50, Train Loss: 0.0084
2025-01-14 19:32:00,397 - INFO - Run 1, Epoch 22/50, Train Loss: 0.0084
2025-01-14 19:32:02,649 - INFO - Run 1, Epoch 23/50, Train Loss: 0.0083
2025-01-14 19:32:04,891 - INFO - Run 1, Epoch 24/50, Train Loss: 0.0082
2025-01-14 19:32:07,132 - INFO - Run 1, Epoch 25/50, Train Loss: 0.0081
2025-01-14 19:32:09,454 - INFO - Run 1, Epoch 26/50, Train Loss: 0.0080
2025-01-14 19:32:11,701 - INFO - Run 1, Epoch 27/50, Train Loss: 0.0079
2025-01-14 19:32:13,953 - INFO - Run 1, Epoch 28/50, Train Loss: 0.0078
2025-01-14 19:32:16,241 - INFO - Run 1, Epoch 29/50, Train Loss: 0.0078
2025-01-14 19:32:18,529 - INFO - Run 1, Epoch 30/50, Train Loss: 0.0077
2025-01-14 19:32:20,759 - INFO - Run 1, Epoch 31/50, Train Loss: 0.0076
2025-01-14 19:32:23,010 - INFO - Run 1, Epoch 32/50, Train Loss: 0.0075
2025-01-14 19:32:25,275 - INFO - Run 1, Epoch 33/50, Train Loss: 0.0075
2025-01-14 19:32:27,531 - INFO - Run 1, Epoch 34/50, Train Loss: 0.0074
2025-01-14 19:32:29,780 - INFO - Run 1, Epoch 35/50, Train Loss: 0.0074
2025-01-14 19:32:32,058 - INFO - Run 1, Epoch 36/50, Train Loss: 0.0073
