2025-01-14 17:23:52,361 - INFO - Starting run 1
2025-01-14 17:23:52,492 - INFO - Using device: cuda
2025-01-14 17:23:56,041 - INFO - Run 1, Epoch 1/50, Train Loss: 0.0172
2025-01-14 17:23:57,224 - INFO - Run 1, Epoch 2/50, Train Loss: 0.0114
2025-01-14 17:23:58,460 - INFO - Run 1, Epoch 3/50, Train Loss: 0.0097
2025-01-14 17:23:59,640 - INFO - Run 1, Epoch 4/50, Train Loss: 0.0085
2025-01-14 17:24:00,900 - INFO - Run 1, Epoch 5/50, Train Loss: 0.0078
2025-01-14 17:24:02,145 - INFO - Run 1, Epoch 6/50, Train Loss: 0.0075
2025-01-14 17:24:03,387 - INFO - Run 1, Epoch 7/50, Train Loss: 0.0072
2025-01-14 17:24:04,610 - INFO - Run 1, Epoch 8/50, Train Loss: 0.0070
2025-01-14 17:24:05,858 - INFO - Run 1, Epoch 9/50, Train Loss: 0.0068
2025-01-14 17:24:07,073 - INFO - Run 1, Epoch 10/50, Train Loss: 0.0065
2025-01-14 17:24:08,275 - INFO - Run 1, Epoch 11/50, Train Loss: 0.0063
2025-01-14 17:24:09,503 - INFO - Run 1, Epoch 12/50, Train Loss: 0.0062
2025-01-14 17:24:10,704 - INFO - Run 1, Epoch 13/50, Train Loss: 0.0060
2025-01-14 17:24:11,941 - INFO - Run 1, Epoch 14/50, Train Loss: 0.0059
2025-01-14 17:24:13,167 - INFO - Run 1, Epoch 15/50, Train Loss: 0.0058
2025-01-14 17:24:14,416 - INFO - Run 1, Epoch 16/50, Train Loss: 0.0057
2025-01-14 17:24:15,628 - INFO - Run 1, Epoch 17/50, Train Loss: 0.0056
2025-01-14 17:24:16,680 - INFO - Run 1, Epoch 18/50, Train Loss: 0.0056
2025-01-14 17:24:17,778 - INFO - Run 1, Epoch 19/50, Train Loss: 0.0055
2025-01-14 17:24:18,828 - INFO - Run 1, Epoch 20/50, Train Loss: 0.0054
